,0,1,2,3
0,6.017818206359423e+30,6138187.10537527,13255.949033406083,0.0
1,6.024836214469833e+30,6141144.736442699,24409.73154977183,0.0
2,6.01777948215782e+30,6138180.907297534,13776.90317773779,0.0
3,6.027151474006992e+30,6142735.144145213,13611.137577576585,0.0
4,6.017691482369523e+30,6138168.849385934,13541.162242327902,0.0
5,6.033743098626405e+30,6146861.604435142,21732.187625736697,0.0
6,6.04487643384573e+30,6154751.611661055,27492.321301298085,0.0
7,6.018284579455371e+30,6138292.299928253,15366.936923506004,0.0
8,6.017733575464129e+30,6138173.793810315,14005.29892282241,0.0
9,6.022517321456928e+30,6140128.240095285,18815.79191297294,0.0
10,6.019116264625852e+30,6138568.5058371965,14967.889995136473,0.0
11,6.023402338854019e+30,6140397.962958049,17062.188642244422,0.0
12,6.01807008964572e+30,6138238.720668889,13581.097274019294,0.0
13,6.017891484846172e+30,6138200.62813414,13393.035759320874,0.0
14,6.022580706018563e+30,6140070.206646845,22308.695531460387,0.0
15,6.012863236109139e+30,5944763.261840496,1.1897601108451775e+20,1.0
16,6.017805758862671e+30,6138184.995635199,14259.869444432343,0.0
17,6.01804445940344e+30,6138232.906350909,13822.020552015667,0.0
18,6.018156294456499e+30,6138261.8917864375,14624.758677133716,0.0
19,6.041286780436517e+30,6151823.088018404,26403.483957907985,0.0
20,6.038016363942343e+30,6150144.808114673,18738.890634535695,0.0
21,6.017903651918594e+30,6138203.040928212,14004.220761984752,0.0
22,6.027080624182409e+30,6142854.1354316315,16410.237829842332,0.0
23,6.031319633583594e+30,6145081.633838625,15121.654836289985,0.0
24,6.017687865013481e+30,6138168.586801819,13173.34018335974,0.0
25,6.019286792073013e+30,6138624.633717851,15620.548273930373,0.0
26,6.017738680762887e+30,6138174.58732901,13248.596906506284,0.0
27,6.033797648402614e+30,6147792.903925973,22953.042021955094,0.0
28,6.017797125727559e+30,6138183.544676071,14261.193983026844,0.0
29,6.017688035556653e+30,6138168.595535968,13221.38626159878,0.0
30,6.018044438968263e+30,6138232.919652512,13874.45100820653,0.0
31,6.018225746846273e+30,6138278.66997147,13438.75792865791,0.0
32,6.017736125207008e+30,6138174.12780364,14400.508126130526,0.0
33,6.021386001275036e+30,6139506.736647725,17476.090688619566,0.0
34,6.029695377178018e+30,6144717.818140502,16395.2358810744,0.0
35,6.017774019351555e+30,6138179.758612448,13369.4228081025,0.0
36,6.018111732215458e+30,6138250.208308548,14075.021199236326,0.0
37,6.028710327012973e+30,6143414.027643776,15265.001036933092,0.0
38,6.018235188827379e+30,6138281.416105444,14419.740330380293,0.0
39,6.017926854978112e+30,6138207.967994747,13796.586993662624,0.0
40,6.047541589123136e+30,6156668.639223964,53544.12462878981,0.0
41,6.017688588886018e+30,6138168.6294009425,13276.204176316362,0.0
42,6.017863098097725e+30,6138195.352694659,13296.501809266074,0.0
43,6.018134170228716e+30,6138255.5486081075,14388.764089263654,0.0
44,6.017708002902918e+30,6138170.564587671,13306.051409125012,0.0
45,6.023655666401466e+30,6140525.847218056,23196.854828419644,0.0
46,6.017694247241988e+30,6138169.099412515,13228.766247068743,0.0
47,6.018944066949894e+30,6138502.089052094,16252.932091209172,0.0
48,6.019171266452814e+30,6138573.029431199,17448.88271325611,0.0
49,6.017688000560834e+30,6138168.593126345,13412.93346736984,0.0
50,6.018640701914086e+30,6138403.967911235,15999.923508302616,0.0
51,5.880054350797228e+30,5387519.72706561,4.438726427222992e+21,1.0
52,6.01932308943836e+30,6138631.4102797,13838.929635358676,0.0
53,6.017694670074948e+30,6138169.132730623,13961.207224354795,0.0
54,6.017692269675361e+30,6138168.917679732,13504.151545113464,0.0
55,4.141251761160028e+19,642.8557228131557,1.3112322577326384e+24,1.0
56,6.018717390898876e+30,6138414.896557626,15714.608122517537,0.0
57,6.01923437234991e+30,6138590.101285166,14551.639009324654,0.0
